\STAR_ID                              = "MOA 2008-BLG-310L"
\DATA_CATEGORY                        = "Photometric light curve"
\RA                                   = "17h54m14.53s"
\RA_UNITS                             = "sexagesimal"
\DEC                                  = "-34d46m40.99s"
\DEC_UNITS                            = "sexagesimal"
\EQUINOX                              = "J2000.0"
\NUMBER_OF_POINTS                     = "286"
\TIME_REFERENCE_FRAME                 = "Heliocentric JD"
\MINIMUM_DATE                         = "2454656.45673"
\MAXIMUM_DATE                         = "2454672.64731"
\DATE_UNITS                           = "days"
\REFERENCES                           = "Janczak et al. 2010"
\BIBCODES                             = "2010ApJ...711..731J"
\TELESCOPE                            = "SMARTS Telescope (1.3 m)"
\INSTRUMENT                           = "unknown"
\TIME_SERIES_DATA_FILTER              = "H"
\OBSERVATORY_SITE                     = "CTIO, Chile"
\COLUMN_JD                            = "Heliocentric Julian Day"
\COMMENT                              = ""
|              JD| RELATIVE_MAGNITUDE| MAGNITUDE_UNCERTAINTY| RELATIVE_FLUX| FLUX_UNCERTAINTY|
|            real|               real|                  real|          real|             real|
|            days|                mag|                   mag|              |                 |
  2454656.65856             17.232                 0.038
  2454656.65933             17.211                 0.035
  2454656.66010             17.251                 0.037
  2454656.66087             17.278                 0.037
  2454656.66164             17.274                 0.040
  2454656.67473             17.341                 0.041
  2454656.67550             17.349                 0.046
  2454656.67627             17.405                 0.046
  2454656.67704             17.351                 0.044
  2454656.67781             17.421                 0.047
  2454656.69591             17.426                 0.058
  2454656.69668             17.417                 0.049
  2454656.69745             17.479                 0.051
  2454656.69822             17.459                 0.051
  2454656.69899             17.452                 0.043
  2454656.71450             17.442                 0.048
  2454656.71527             17.502                 0.046
  2454656.71603             17.527                 0.052
  2454656.71680             17.553                 0.052
  2454656.71757             17.464                 0.043
  2454656.73582             17.405                 0.054
  2454656.73659             17.536                 0.057
  2454656.73736             17.674                 0.069
  2454656.73813             17.493                 0.050
  2454656.73890             17.502                 0.050
  2454656.75640             17.583                 0.061
  2454656.75717             17.530                 0.059
  2454656.75793             17.576                 0.067
  2454656.75871             17.597                 0.068
  2454656.75947             17.538                 0.065
  2454656.77989             17.534                 0.079
  2454656.78066             17.640                 0.085
  2454656.78143             17.745                 0.104
  2454656.78220             17.660                 0.087
  2454656.78297             17.563                 0.083
  2454656.80138             17.624                 0.090
  2454656.80215             17.613                 0.096
  2454656.80292             17.763                 0.115
  2454656.80369             17.734                 0.109
  2454656.80445             17.550                 0.097
  2454657.56073             18.285                 0.130
  2454657.56151             18.326                 0.109
  2454657.56228             18.391                 0.123
  2454657.56305             18.227                 0.097
  2454657.56381             18.703                 0.156
  2454657.56492             18.303                 0.114
  2454657.56569             18.401                 0.112
  2454657.56646             18.142                 0.104
  2454657.56724             18.393                 0.126
  2454657.56800             18.506                 0.126
  2454657.68006             18.242                 0.081
  2454657.68083             18.328                 0.090
  2454657.68159             18.426                 0.104
  2454657.68236             18.402                 0.101
  2454657.68313             18.640                 0.126
  2454657.68423             18.381                 0.101
  2454657.68500             18.317                 0.097
  2454657.68577             18.504                 0.148
  2454657.68654             18.611                 0.130
  2454657.68731             18.475                 0.108
  2454658.63126             18.447                 0.079
  2454672.59310             19.268                 0.207
  2454672.59386             19.007                 0.156
  2454672.59464             18.945                 0.137
  2454672.59541             18.962                 0.156
  2454672.59617             18.912                 0.150
  2454672.59778             18.971                 0.175
  2454672.59855             18.916                 0.158
  2454672.59932             19.105                 0.178
  2454672.60009             19.371                 0.286
  2454672.60086             19.041                 0.192
  2454672.63980             18.986                 0.166
  2454672.64057             18.820                 0.137
  2454672.64134             18.943                 0.153
  2454672.64212             19.422                 0.284
  2454672.64289             18.716                 0.123
  2454672.64423             19.217                 0.203
  2454672.64500             19.176                 0.181
  2454672.64577             19.033                 0.172
  2454672.64654             19.149                 0.181
  2454672.64731             19.166                 0.206
