    0.245537944037640700E+07    0.500475231566884449E+00    0.182716349203821693E+02    0.156991766020971841E+04    0.121956194986873925E+03   -0.222355782763568754E+03
    0.245537959784879955E+07    0.582735820395483550E+00    0.165810537392457356E+02    0.198299926204061717E+04   -0.290301260563603137E+03   -0.222147640002738285E+03
    0.245537948000830691E+07    0.488487075171188223E+00    0.184933763582448556E+02    0.151476085963147762E+04    0.177134781082626318E+03   -0.221964038781743511E+03
    0.245537951889024675E+07    0.461184071682956498E+00    0.192200099365588457E+02    0.138809716818364222E+04    0.303448189943046941E+03   -0.221679696054492752E+03
    0.245537951479168981E+07    0.542902763890492412E+00    0.172636424474608674E+02    0.178054959232887586E+04   -0.880529539214119694E+02   -0.221429864013859344E+03
    0.245537957924907980E+07    0.461858277874412693E+00    0.195636120168850915E+02    0.137512816068801158E+04    0.315756560382046018E+03   -0.221343124425387202E+03
    0.245537971172450809E+07    0.517708162581949960E+00    0.178813692917977889E+02    0.164129925033800851E+04    0.508797982694727438E+02   -0.221021605723301036E+03
    0.245537964403797546E+07    0.491103103843146982E+00    0.189035294318393099E+02    0.149999879836220293E+04    0.191060761873378937E+03   -0.220961712575214335E+03
    0.245537955119874375E+07    0.475650677280709311E+00    0.192332553974829281E+02    0.143586278165660019E+04    0.255097942932569850E+03   -0.220621083849365959E+03
    0.245537943634893652E+07    0.589871156420452181E+00    0.165705557681589148E+02    0.202332614352433643E+04   -0.330913818147364282E+03   -0.220556097170260330E+03
    0.245537965878263256E+07    0.502130740938947384E+00    0.186319484177745274E+02    0.155079973130049984E+04    0.140393616692966361E+03   -0.220473803347010090E+03
    0.245537971693472983E+07    0.489028421887842901E+00    0.185285257940973409E+02    0.150576324588133002E+04    0.186158128638031059E+03   -0.220271460824068186E+03
    0.245537972964037582E+07    0.483769953434279087E+00    0.187117298419606115E+02    0.147879627924989632E+04    0.212966389833258887E+03   -0.220233902428712668E+03
    0.245537968994701467E+07    0.549727639105459742E+00    0.173189195348514318E+02    0.179672031830605442E+04   -0.104489071239495985E+03   -0.220117585066482690E+03
    0.245537957073677937E+07    0.467787542891535013E+00    0.189897175128116587E+02    0.141775895574779065E+04    0.273998076468441980E+03   -0.219947872164429214E+03
    0.245537943913145084E+07    0.531736220138258497E+00    0.179059806962962966E+02    0.170577546693598993E+04   -0.142841910280159023E+02   -0.219757697708582100E+03
    0.245537953687841119E+07    0.516241723392851126E+00    0.183455447594434631E+02    0.162089805277288474E+04    0.702924609155338089E+02   -0.219617380739803934E+03
    0.245537960510290554E+07    0.567129927099393361E+00    0.172786631937201527E+02    0.187412229689586320E+04   -0.182433243818168506E+03   -0.219611111966807044E+03
    0.245537953895939467E+07    0.463060969747227547E+00    0.194084493983772397E+02    0.138651206299076262E+04    0.304602274108915481E+03   -0.219597734783681545E+03
    0.245537970802245289E+07    0.506826352445999495E+00    0.183968919692504613E+02    0.157656502276040578E+04    0.114953088275112691E+03   -0.219583589541005409E+03
    0.245537964266044879E+07    0.527905808052273828E+00    0.176066891938416923E+02    0.169721172385656882E+04   -0.485744109240435407E+01   -0.219572533877469823E+03
    0.245537967313355021E+07    0.451267680638447355E+00    0.195544122722205138E+02    0.133690662522779689E+04    0.354473584056549214E+03   -0.219559626882222801E+03
    0.245537970900021214E+07    0.528309627833773887E+00    0.178571000635108774E+02    0.168317064032244730E+04    0.867998872362955787E+01   -0.219509718753911869E+03
    0.245537949523225846E+07    0.474822792534715044E+00    0.190411489100296833E+02    0.144284790052074754E+04    0.248493081159223408E+03   -0.219457386891599981E+03
    0.245537948302728636E+07    0.608934035897255033E+00    0.164576187610626228E+02    0.211311669033043836E+04   -0.421032237189162174E+03   -0.219415023049413350E+03
    0.245537947763385670E+07    0.494839805182670955E+00    0.184254394170339140E+02    0.154084031821595295E+04    0.150950319009554192E+03   -0.219398786409938083E+03
    0.245537950109149283E+07    0.493256872610774333E+00    0.187732438707302904E+02    0.151883774921434815E+04    0.172325502920184192E+03   -0.219372264906848841E+03
    0.245537955586016085E+07    0.584732491612358518E+00    0.165981439558525921E+02    0.199281003396554706E+04   -0.300235247346141705E+03   -0.219371409253460229E+03
    0.245537945896578627E+07    0.532694937304840077E+00    0.175807095242169993E+02    0.172557840806879449E+04   -0.334283238927579305E+02   -0.219362954002545735E+03
    0.245537965564264311E+07    0.468232563659261025E+00    0.189879522035894936E+02    0.141619446396366857E+04    0.275590276301598635E+03   -0.219353545486867574E+03
    0.245537946385470172E+07    0.585223196579526483E+00    0.166357544066672283E+02    0.199736506153411165E+04   -0.304934903629083180E+03   -0.219348415332149784E+03
    0.245537958508684300E+07    0.599068390792044991E+00    0.166225462136921749E+02    0.205242196462927041E+04   -0.360344724967893114E+03   -0.219323990697276571E+03
    0.245537947356141033E+07    0.497581604738505101E+00    0.186222483689452503E+02    0.154214380936999646E+04    0.149144513518727138E+03   -0.219293712067224334E+03
    0.245537968660600949E+07    0.458024807785719412E+00    0.193582938970415661E+02    0.136616093284385579E+04    0.325327333900223095E+03   -0.219283258185660202E+03
    0.245537943415270420E+07    0.589259882121562883E+00    0.167229223314128319E+02    0.201081141787629599E+04   -0.318719741122031564E+03   -0.219211182536294672E+03
    0.245537945965031581E+07    0.498223980849621939E+00    0.185319273796705772E+02    0.154907955754466116E+04    0.142359541106086994E+03   -0.219148891172679015E+03
    0.245537946405285457E+07    0.607403440998348199E+00    0.164236027404365004E+02    0.210963412674803567E+04   -0.417434654137642497E+03   -0.219119137242865094E+03
    0.245537952015197650E+07    0.473703836414952006E+00    0.191614413018896741E+02    0.143319437061145209E+04    0.257967177842754893E+03   -0.219087884224101600E+03
    0.245537967822581390E+07    0.544382478704093509E+00    0.174051449805951748E+02    0.177111718219034378E+04   -0.788928200672536377E+02   -0.219063556691733766E+03
    0.245537949079989595E+07    0.611785504822465187E+00    0.162771822981897429E+02    0.213826273537351381E+04   -0.445855575731075760E+03   -0.219042954313179990E+03
    0.245537958728054818E+07    0.577424428127997658E+00    0.167351079228409780E+02    0.195103667979075067E+04   -0.258512706296079784E+03   -0.219000897226783366E+03
    0.245537955758740380E+07    0.476094936554087522E+00    0.187986985229121686E+02    0.145482609879695701E+04    0.236974703946291811E+03   -0.218998859157132699E+03
    0.245537955646241130E+07    0.461892817757967644E+00    0.192482573008543589E+02    0.138806926277974685E+04    0.303411020760763847E+03   -0.218971125534163946E+03
    0.245537965720131109E+07    0.542394133685264346E+00    0.173837880429367679E+02    0.176530934074399056E+04   -0.729818100102189362E+02   -0.218967123808909662E+03
    0.245537953314035432E+07    0.514003962557505689E+00    0.178917313615331359E+02    0.163450119754805996E+04    0.577016427641020897E+02   -0.218957903516644279E+03
    0.245537970499470457E+07    0.469320951810983877E+00    0.191764682372360653E+02    0.141072245510111543E+04    0.280676138424223439E+03   -0.218946983553227795E+03
    0.245537952565840213E+07    0.582506616815143374E+00    0.169889114432347057E+02    0.196007744036756412E+04   -0.268306902534094831E+03   -0.218933814551938411E+03
    0.245537948500992218E+07    0.484266008483009713E+00    0.187586488071129338E+02    0.148808768760949829E+04    0.203440197075957400E+03   -0.218910236229638542E+03
    0.245537964232940227E+07    0.469393775203875707E+00    0.189637307234915085E+02    0.142165580793498771E+04    0.270123982242293380E+03   -0.218899749047661459E+03
    0.245537952607110236E+07    0.614438784354761625E+00    0.162813823271895828E+02    0.214808623838352969E+04   -0.455753370391345811E+03   -0.218892848456091713E+03
    0.245537970317106554E+07    0.496798619054460100E+00    0.183780621794056458E+02    0.154093729879900252E+04    0.150987526682070950E+03   -0.218872397893626328E+03
    0.245537948464505840E+07    0.608252209147824630E+00    0.164355119365225875E+02    0.211150135013381623E+04   -0.419345030919751707E+03   -0.218864905581642859E+03
    0.245537967846260592E+07    0.482516563135312659E+00    0.186561932994038493E+02    0.147868090244837094E+04    0.213214410050230100E+03   -0.218864043567088430E+03
    0.245537963733125012E+07    0.455396328819671292E+00    0.195896338305178652E+02    0.135057282812511471E+04    0.340553305815151816E+03   -0.218861631431873093E+03
    0.245537966179089900E+07    0.535547571265053479E+00    0.175146932374767061E+02    0.173100775465973948E+04   -0.387181674528701762E+02   -0.218858193135534435E+03
    0.245537971276177466E+07    0.482506239180755969E+00    0.188694688046741064E+02    0.146846085905654900E+04    0.223029494319333367E+03   -0.218856992414979942E+03
    0.245537944491439080E+07    0.544471583475596210E+00    0.176413758832178580E+02    0.176945168209334383E+04   -0.778479416929559278E+02   -0.218852794183672898E+03
    0.245537967372069741E+07    0.553149090127227572E+00    0.173869875905891753E+02    0.180755755205521154E+04   -0.115595790187041743E+03   -0.218840172334897431E+03
    0.245537964154961566E+07    0.476970171928405740E+00    0.187600814819335966E+02    0.145625708855360472E+04    0.235627585650741253E+03   -0.218824937358852878E+03
    0.245537958275162755E+07    0.465659537236399856E+00    0.193953729036639722E+02    0.139423137743554139E+04    0.296826195815441224E+03   -0.218813036423522163E+03
    0.245537955473647220E+07    0.463894359146732937E+00    0.193847426668610865E+02    0.138967488294519399E+04    0.301459696459475708E+03   -0.218808528903463241E+03
    0.245537950516715366E+07    0.597573162380141132E+00    0.166791119717706984E+02    0.204632312864970913E+04   -0.354364710088341212E+03   -0.218804627763921928E+03
    0.245537954639162216E+07    0.546971663955404974E+00    0.176967509078147032E+02    0.177174962769144190E+04   -0.802976323836596748E+02   -0.218798231200872323E+03
    0.245537950321100838E+07    0.489980440950169349E+00    0.185148263281631706E+02    0.151829418127615872E+04    0.173512478872357548E+03   -0.218785160038761717E+03
    0.245537970047495328E+07    0.469567948352402953E+00    0.190781307564957210E+02    0.141558121711239028E+04    0.275996860862936160E+03   -0.218781793813832110E+03
    0.245537954126925161E+07    0.607458301105401555E+00    0.163277311561626632E+02    0.211229014009474167E+04   -0.419837619101950395E+03   -0.218755130086464590E+03
    0.245537949703367800E+07    0.478942024636439367E+00    0.189443005494739616E+02    0.146110174840132845E+04    0.230269907047449351E+03   -0.218751916325361975E+03
