 7479.14289   18.724  0.053600
 7479.16451   18.636  0.044500
 7479.18605   18.625  0.042000
 7479.20880   18.616  0.041900
 7479.23089   18.555  0.040600
 7479.25226   18.527  0.042200
 7479.27595   18.683  0.043300
 7480.13102   18.542  0.085000
 7480.15372   18.620  0.055200
 7480.17585   18.611  0.068200
 7480.19452   18.699  0.041400
 7480.21455   18.627  0.037700
 7480.23379   18.620  0.055200
 7480.25093   18.601  0.041600
 7480.26968   18.581  0.043300
 7480.29262   18.594  0.041500
 7481.12908   18.692  0.050400
 7481.14866   18.760  0.057000
 7481.16935   18.551  0.053300
 7481.18882   18.711  0.048600
 7481.20884   18.701  0.059900
 7482.18994   18.663  0.070000
 7483.15624   18.810  0.053700
 7483.17584   18.743  0.049400
 7483.19956   18.701  0.046100
 7483.21997   18.564  0.045100
 7483.24247   18.620  0.055200
 7483.26278   18.654  0.049500
 7483.28434   18.601  0.070000
 7484.12168   18.825  0.049200
 7484.14051   18.576  0.041100
 7484.15883   18.816  0.058800
 7484.17733   18.447  0.052800
 7484.19580   18.734  0.058500
 7484.21502   18.482  0.051700
 7484.23608   18.813  0.051300
 7484.25513   18.585  0.047700
 7484.27410   18.634  0.060100
 7484.29615   18.568  0.045200
 7485.10701   18.676  0.061400
 7485.17240   18.730  0.051500
 7485.19053   18.665  0.036100
 7485.20881   18.645  0.051500
 7485.22802   18.627  0.053200
 7485.24651   18.697  0.052900
 7485.26526   18.540  0.038200
 7485.28502   18.610  0.041700
 7487.11866   18.654  0.101200
 7487.13052   18.813  0.051300
 7487.14247   18.568  0.040900
 7487.15470   18.652  0.042600
 7487.16681   18.753  0.066200
 7487.24396   18.738  0.047000
 7487.25669   18.610  0.030700
 7487.26975   18.654  0.067400
 7487.28438   18.616  0.094800
 7488.12043   18.779  0.079200
 7488.13902   18.642  0.082700
 7488.15804   18.583  0.060800
 7488.23770   18.649  0.040300
 7488.25827   18.649  0.033700
 7488.27924   18.817  0.171600
 7489.15014   18.610  0.063800
 7489.18981   18.429  0.094600
 7489.25065   18.701  0.078300
 7489.26931   18.576  0.067000
 7489.29236   18.490  0.043500
 7490.18421   18.568  0.051700
 7490.20324   18.704  0.055400
 7490.22575   18.708  0.048500
 7490.24469   18.688  0.050400
 7490.26380   18.781  0.048000
 7492.16420   18.781  0.057700
 7492.18173   18.565  0.045200
 7492.20160   18.672  0.056700
 7492.21942   18.665  0.056500
 7492.23805   18.760  0.054600
 7492.25551   18.645  0.047000
 7492.27838   18.934  0.065400
 7493.08507   18.922  0.075300
 7493.08657   18.559  0.053600
 7493.11248   18.573  0.086200
 7493.13230   18.482  0.059900
 7493.15055   18.767  0.062000
 7493.16905   18.843  0.064600
 7493.18698   18.715  0.046400
 7493.20525   18.727  0.044300
 7493.22343   18.855  0.055100
 7493.24204   18.736  0.054000
 7493.26163   18.697  0.101100
 7493.28272   18.521  0.046300
 7494.09597   18.832  0.089000
 7494.11365   18.741  0.101200
 7494.13303   18.786  0.069900
 7494.15163   18.727  0.051400
 7494.16925   18.731  0.063200
 7494.18765   18.701  0.053000
 7494.20953   18.734  0.098400
 7494.22801   18.574  0.082100
 7494.24774   18.779  0.180000
 7494.27055   18.652  0.105500
 7494.27193   18.927  0.177100
 7494.29158   18.479  0.111400
 7498.07173   18.672  0.061300
 7498.07326   18.564  0.058000
 7498.08992   18.551  0.047000
 7498.10831   18.713  0.051000
 7498.12764   18.757  0.049900
 7498.14724   18.813  0.051300
 7498.16705   18.774  0.047900
 7498.18892   18.544  0.042600
 7498.21023   18.649  0.042600
 7498.23066   18.631  0.044400
 7498.27845   18.636  0.042400
 7498.30038   18.767  0.050100
 7499.06949   18.627  0.051000
 7499.07100   18.598  0.048100
 7499.07233   18.727  0.053700
 7499.08937   18.627  0.053200
 7499.10718   18.652  0.056100
 7499.12668   18.883  0.066000
 7499.14608   18.688  0.052600
 7499.16427   18.629  0.051000
 7499.18149   18.820  0.056500
 7499.19992   18.667  0.052100
 7499.21981   18.618  0.048600
 7499.23858   18.731  0.051500
 7499.26384   18.616  0.044100
 7499.28614   18.658  0.040600
 7500.08521   18.798  0.065500
 7500.10359   18.713  0.060300
 7500.14061   18.741  0.063500
 7500.16382   18.688  0.048000
 7500.18142   18.743  0.049400
 7500.19857   18.743  0.056500
 7500.21663   18.665  0.049800
 7500.23739   18.667  0.054300
 7500.26023   18.585  0.054300
 7500.27988   18.607  0.050500
 7500.29840   18.583  0.049900
 7505.05901   19.149  0.204800
 7505.07629   19.017  0.194800
 7505.10290   18.475  0.127700
 7505.11509   18.596  0.111300
 7505.12613   18.305  0.083800
 7505.13846   18.652  0.105500
 7505.15111   18.417  0.086100
 7505.16343   18.723  0.111800
 7505.17528   19.122  0.166500
 7505.18920   18.553  0.109000
 7505.20126   19.093  0.189400
 7505.21403   18.903  0.156700
 7505.22674   19.215  0.216400
 7505.23995   18.447  0.115800
 7505.25572   18.667  0.122200
 7505.26957   18.895  0.176500
 7505.29379   18.341  0.108400
 7506.05487   18.704  0.103700
 7506.07037   18.570  0.109900
 7506.08175   18.494  0.297000
 7506.09327   18.583  0.644100
 7506.10496   18.398  0.355500
 7506.11696   18.922  0.454300
 7506.12863   18.574  0.060400
 7506.14062   18.667  0.065600
 7506.15243   18.706  0.071600
 7506.16441   18.625  0.070900
 7506.17627   18.972  0.112200
 7506.20255   18.825  0.164800
 7506.21448   18.551  0.128100
 7507.05313   18.587  0.050000
 7507.06742   18.934  0.107200
 7507.07919   18.823  0.098300
 7507.09031   18.649  0.049300
 7507.10157   18.490  0.082900
 7507.11353   18.860  0.127900
 7507.12540   18.601  0.107200
 7507.13736   18.288  0.140000
 7507.15025   18.767  0.097800
 7507.16230   18.932  0.295100
 7507.17441   18.564  0.210500
 7507.18714   18.407  0.077700
 7507.19901   18.645  0.051500
 7507.21421   19.042  0.128000
 7507.22934   18.647  0.161200
 7507.24452   18.681  0.077500
 7507.25813   18.690  0.066400
 7512.11782   18.555  0.053500
 7512.12951   18.503  0.043800
 7512.14147   18.825  0.066400
 7512.15294   18.706  0.053100
 7512.16710   18.504  0.045900
 7512.17879   18.640  0.051300
 7512.19034   18.587  0.043500
 7512.20135   18.555  0.042800
 7512.21310   18.764  0.054800
 7512.22560   18.779  0.057600
 7512.23672   18.715  0.055700
 7512.25431   18.898  0.058900
 7512.26568   18.755  0.054500
 7512.27776   18.610  0.048300
 7512.28902   18.605  0.046000
 7512.30033   18.485  0.047600
 7513.03606   18.665  0.056500
 7513.04902   18.663  0.056400
 7513.06177   18.591  0.043500
 7513.07525   18.649  0.044800
 7513.08734   18.645  0.040300
 7513.09980   18.706  0.050800
 7513.11261   18.660  0.040600
 7513.12616   18.676  0.045500
 7513.13854   18.655  0.042700
 7513.15206   18.724  0.049000
 7513.16459   18.672  0.043100
 7513.17670   18.574  0.060400
 7513.18969   18.598  0.037200
 7513.20423   18.683  0.057000
 7513.21788   18.701  0.055300
 7513.23312   18.746  0.082500
 7513.24583   18.634  0.044500
 7513.26043   18.676  0.038700
 7513.27685   18.681  0.047900
 7513.28932   18.654  0.042700
 7513.30175   18.618  0.037500
 7514.04546   18.622  0.059700
 7514.07155   18.591  0.043500
 7514.08334   18.607  0.041700
 7514.09539   18.581  0.056300
 7514.10720   18.562  0.171700
 7514.11885   18.654  0.056200
 7514.13053   18.634  0.069000
 7514.15396   18.743  0.110700
 7514.16579   18.715  0.048700
 7514.17740   18.634  0.057800
 7514.18881   18.610  0.070300
 7514.20025   18.654  0.076400
 7514.21191   18.513  0.329000
 7514.24956   18.667  0.038500
 7514.26179   18.629  0.068800
 7514.28472   18.485  0.159300
 7514.29628   18.557  0.042900
 7514.30781   18.618  0.145700
 7514.31906   18.598  0.043700
 7515.03132   18.583  0.047700
 7515.05091   18.596  0.048000
 7515.06230   18.627  0.051000
 7515.07414   18.638  0.042300
 7515.08590   18.605  0.043800
 7515.10064   18.607  0.048300
 7515.11377   18.730  0.053800
 7515.12659   18.576  0.054000
 7515.13860   18.549  0.051200
 7515.15224   18.647  0.044800
 7515.16450   18.618  0.048600
 7515.17586   18.610  0.046200
 7515.18781   18.667  0.043000
 7515.20066   18.629  0.042200
 7515.21587   18.645  0.040300
 7515.23371   18.711  0.041700
 7515.24594   18.596  0.039300
 7515.25835   18.706  0.048500
 7515.26984   18.665  0.040700
 7515.28161   18.598  0.041500
 7515.29362   18.652  0.092000
 7520.11138   18.828  0.064100
 7520.12302   18.767  0.069100
 7520.13443   18.555  0.055700
 7520.14626   18.564  0.053700
 7520.15776   18.699  0.055200
 7520.17011   18.727  0.053700
 7520.18184   18.515  0.052400
 7520.19395   18.536  0.057200
 7520.22720   18.405  0.053700
 7520.23859   18.605  0.061400
 7520.25236   18.784  0.086600
 7520.26371   18.513  0.054500
 7520.27979   18.551  0.066200
 7520.29151   18.591  0.063100
 7520.30316   18.767  0.069100
 7520.31503   18.881  0.073600
 7522.01967   18.655  0.049500
 7522.03124   18.875  0.070800
 7522.04308   18.806  0.060900
 7522.05494   18.825  0.061500
 7522.06495   18.685  0.054800
 7522.07666   18.831  0.074100
 7522.08972   18.524  0.048500
 7522.10151   18.622  0.050900
 7522.11403   18.715  0.041700
 7522.12655   18.649  0.047100
 7522.13870   18.764  0.054800
 7522.15066   18.647  0.044800
 7522.16226   18.551  0.042700
 7522.17408   18.717  0.058100
 7522.19630   18.570  0.047400
 7522.20860   18.620  0.057500
 7522.22088   18.723  0.055900
 7522.23275   18.715  0.053400
 7522.24448   18.579  0.043300
 7522.26090   18.663  0.045200
 7522.27437   18.798  0.058200
 7522.28577   18.655  0.069700
 7522.29739   18.503  0.045900
 7522.30913   18.640  0.055800
 7523.01034   18.629  0.044400
 7523.02713   18.625  0.053100
 7523.03962   18.549  0.046900
 7523.05271   18.568  0.058100
 7523.06455   18.549  0.042600
 7523.07715   18.629  0.055500
 7523.08933   18.640  0.044700
 7523.10234   18.574  0.038900
 7523.11709   18.555  0.029900
 7523.16119   18.557  0.034300
 7523.17889   18.540  0.040300
 7523.19251   18.731  0.056200
 7523.20700   18.611  0.059400
 7523.21924   18.723  0.046600
 7523.23168   18.762  0.047500
 7523.24448   18.640  0.037900
 7523.25761   18.649  0.042600
 7523.26947   18.594  0.041500
 7523.28183   18.667  0.054300
 7523.30608   18.655  0.049500
 7527.06067   18.430  0.052400
 7527.07236   18.881  0.081200
 7527.08406   18.590  0.063100
 7527.09572   18.627  0.059900
 7527.10837   18.590  0.054400
 7527.13368   18.803  0.073000
 7527.14498   18.655  0.063000
 7527.15661   18.398  0.047700
 7527.16828   18.779  0.060000
 7527.17950   18.901  0.077000
 7527.19094   18.727  0.060700
 7527.20248   18.835  0.066800
 7527.21416   18.998  0.084100
 7527.22625   18.488  0.080700
 7527.23755   18.731  0.067900
 7527.24884   18.781  0.055300
 7527.26075   18.519  0.050500
 7527.27303   18.838  0.052000
 7527.28504   18.720  0.051200
 7527.29684   18.665  0.049800
 7527.30941   18.611  0.052800
