 -0.272791654  7.32119698E-10
 -0.272791982 -2.63933264E-10
 -0.272791833  6.74535039E-10
 -0.272791684  2.42738207E-09
 -0.272791982 -9.22001697E-10
 -0.272791535  5.07795539E-09
 -0.272791594  4.93991958E-09
 -0.272791833 -5.07045968E-11
 -0.272791356  9.9858779E-09
 -0.272791356  1.05846016E-08
 -0.272791564  4.83188112E-09
 -0.272791505  5.47388845E-09
 -0.272790968  2.2244242E-08
 -0.272790879  2.52254395E-08
 -0.272791266  1.11013918E-08
 -0.272790641  3.39450388E-08
 -0.272790253  5.0184223E-08
 -0.272790104  5.82583866E-08
 -0.272789896  6.79119339E-08
 -0.272789657  7.94435806E-08
 -0.27278918  1.05708928E-07
 -0.272788882  1.22323129E-07
 -0.272789299  1.00223602E-07
 -0.272788942  1.20751523E-07
 -0.272788554  1.44740781E-07
 -0.272788376  1.56888504E-07
 -0.272788376  1.5575155E-07
 -0.272787869  1.90497744E-07
 -0.272787571  2.12526786E-07
 -0.272787452  2.20966115E-07
 -0.272786558  2.89245492E-07
 -0.272786587  2.87974672E-07
 -0.272786081  3.29755181E-07
 -0.272785991  3.37159832E-07
 -0.272785366  3.91817451E-07
 -0.272785157  4.10600478E-07
 -0.272784889  4.3627702E-07
 -0.272784293  4.9006087E-07
 -0.272783875  5.30654177E-07
 -0.272783399  5.78883146E-07
 -0.272782594  6.61773754E-07
 -0.272782445  6.79532434E-07
 -0.272782207  7.05785965E-07
 -0.272781879  7.42441046E-07
 -0.272781223  8.16525983E-07
 -0.272780925  8.48903483E-07
 -0.272780091  9.48878096E-07
 -0.272779852  9.76971819E-07
 -0.272779763  9.88837314E-07
 -0.272778839  1.10440692E-06
 -0.272778749  1.11486702E-06
 -0.272777826  1.23238556E-06
 -0.272777021  1.33994172E-06
 -0.272776604  1.39854058E-06
 -0.272776276  1.44379885E-06
 -0.272775561  1.54413988E-06
 -0.272775203  1.59546732E-06
 -0.27277419  1.74070158E-06
 -0.272773802  1.80085533E-06
 -0.272773445  1.85078579E-06
 -0.272772729  1.96062138E-06
 -0.272771865  2.09513496E-06
 -0.272771299  2.18629179E-06
 -0.272770554  2.30513297E-06
 -0.272769868  2.4167166E-06
 -0.272769272  2.51922506E-06
 -0.272768438  2.65798349E-06
 -0.272767693  2.78525886E-06
 -0.272766978  2.91078709E-06
 -0.272766292  3.0336098E-06
 -0.272765428  3.18952198E-06
 -0.272764802  3.3048932E-06
 -0.272764176  3.4158636E-06
 -0.272763371  3.57055023E-06
 -0.272762775  3.6827264E-06
 -0.272761971  3.8363255E-06
 -0.272761136  3.99558121E-06
 -0.272760332  4.15929298E-06
 -0.272759467  4.32894694E-06
 -0.272758603  4.50318839E-06
 -0.272757709  4.69077895E-06
 -0.272757024  4.83306303E-06
 -0.272756308  4.98283725E-06
 -0.272755265  5.20073672E-06
 -0.272754669  5.33189814E-06
 -0.272753298  5.63229696E-06
 -0.272752792  5.74164096E-06
 -0.272751778  5.9666072E-06
 -0.272751361  6.06159529E-06
 -0.272749901  6.39352402E-06
 -0.272748888  6.63083756E-06
 -0.272748202  6.79525374E-06
 -0.272747397  6.97902533E-06
 -0.272745997  7.31573573E-06
 -0.272745222  7.50782101E-06
 -0.27274403  7.79381389E-06
 -0.272743195  8.00402267E-06
 -0.272741973  8.30854879E-06
 -0.272741079  8.5393458E-06
 -0.272740245  8.74969464E-06
 -0.272738785  9.12794167E-06
 -0.272738367  9.23855077E-06
 -0.272737205  9.54509687E-06
 -0.272736132  9.82730762E-06
 -0.272734851  1.01725836E-05
 -0.272733837  1.0448839E-05
 -0.272732884  1.07111318E-05
 -0.272731662  1.10458413E-05
 -0.272730917  1.12557263E-05
 -0.272729695  1.16010187E-05
 -0.272728175  1.2031177E-05
 -0.27272743  1.22526335E-05
 -0.27272591  1.26909636E-05
 -0.272724837  1.30093185E-05
 -0.272723675  1.33543726E-05
 -0.272722721  1.36365543E-05
 -0.27272138  1.40361781E-05
 -0.27271989  1.44904579E-05
 -0.272719353  1.46587581E-05
 -0.272717625  1.51903641E-05
 -0.272716731  1.54748195E-05
 -0.272715211  1.59557603E-05
 -0.272714287  1.62484394E-05
 -0.272713244  1.65791971E-05
 -0.272711605  1.71117899E-05
 -0.272710532  1.74574034E-05
 -0.272709399  1.78356077E-05
 -0.272707999  1.83019529E-05
 -0.272706836  1.86835878E-05
 -0.272705495  1.91418258E-05
 -0.272703975  1.96597466E-05
 -0.272702664  2.01042549E-05
 -0.272701412  2.0534806E-05
 -0.272699684  2.11384595E-05
 -0.2726987  2.14920747E-05
 -0.27269733  2.19713074E-05
 -0.27269581  2.2518303E-05
 -0.272694528  2.29814796E-05
 -0.272692919  2.35678162E-05
 -0.272691935  2.39287947E-05
 -0.272690296  2.45268657E-05
 -0.272689044  2.49949589E-05
 -0.272687554  2.55476734E-05
 -0.272686243  2.60484412E-05
 -0.272684574  2.66774859E-05
 -0.272683263  2.71825211E-05
 -0.272681624  2.78170846E-05
 -0.27268067  2.81875618E-05
 -0.272678941  2.88655847E-05
 -0.27267772  2.93426201E-05
 -0.272675812  3.01067157E-05
 -0.272674501  3.06270886E-05
