2455260.86415 15.136 0.003 3.86 870.0
2455261.79898 15.145 0.004 5.13 896.0
2455264.82207 15.142 0.004 4.91 782.0
2455264.87516 15.150 0.004 5.02 774.0
2455264.89245 15.141 0.003 4.36 776.0
2455265.79809 15.137 0.003 4.77 713.0
2455266.78616 15.145 0.004 5.60 740.0
2455267.82796 15.137 0.003 4.42 637.0
2455268.79921 15.146 0.004 5.63 673.0
2455269.79408 15.139 0.003 4.97 657.0
2455270.83847 15.141 0.004 4.74 655.0
2455271.79354 15.136 0.003 4.50 680.0
2455272.80036 15.137 0.004 6.12 663.0
2455273.85502 15.136 0.003 4.58 616.0
2455274.80372 15.143 0.004 5.63 661.0
2455275.78946 15.145 0.004 4.79 813.0
2455276.82437 15.134 0.003 4.36 641.0
2455277.79052 15.144 0.003 4.55 655.0
2455278.80056 15.136 0.004 5.26 670.0
2455279.80181 15.138 0.004 6.28 692.0
2455280.85338 15.154 0.003 3.63 654.0
2455281.78831 15.139 0.003 4.84 702.0
2455282.76882 15.147 0.004 5.12 875.0
2455282.91368 15.133 0.004 4.04 852.0
2455283.76996 15.145 0.004 5.19 891.0
2455284.77197 15.155 0.004 4.89 978.0
2455285.76765 15.137 0.004 4.97 1087.0
2455285.89707 15.138 0.004 4.59 887.0
2455286.75886 15.132 0.004 4.68 1054.0
2455287.82849 15.142 0.003 3.30 881.0
2455288.76184 15.143 0.004 4.31 1010.0
2455292.83199 15.149 0.004 4.08 2238.0
2455293.83993 15.140 0.003 4.38 675.0
2455294.74310 15.139 0.003 5.21 629.0
2455294.75730 15.144 0.003 4.79 626.0
2455294.78050 15.133 0.003 3.53 580.0
2455294.79437 15.139 0.003 3.41 565.0
2455294.81770 15.128 0.003 3.68 568.0
2455294.83176 15.143 0.003 3.47 579.0
2455294.84775 15.135 0.003 4.12 608.0
2455294.86187 15.128 0.003 3.55 586.0
2455294.88707 15.136 0.003 3.67 595.0
2455294.90287 15.135 0.003 3.62 609.0
2455295.74406 15.150 0.003 4.31 582.0
2455295.75876 15.140 0.003 4.86 591.0
2455295.78241 15.144 0.003 3.87 562.0
2455295.79725 15.138 0.003 4.09 572.0
2455295.82088 15.136 0.003 4.07 592.0
2455295.83520 15.141 0.003 3.99 595.0
2455295.85885 15.139 0.003 3.75 594.0
2455295.87335 15.139 0.003 3.96 596.0
2455295.89830 15.133 0.003 4.08 608.0
2455295.91236 15.130 0.003 3.65 622.0
2455296.78831 15.138 0.003 4.01 597.0
2455296.80236 15.137 0.003 4.01 591.0
2455296.82280 15.132 0.003 3.58 581.0
2455296.83683 15.134 0.003 3.34 573.0
2455296.86023 15.138 0.003 3.13 557.0
2455296.87460 15.136 0.003 3.36 573.0
2455296.90001 15.139 0.003 3.96 606.0
2455297.75567 15.131 0.003 4.48 640.0
2455297.78143 15.138 0.003 4.75 620.0
2455297.79567 15.142 0.003 4.36 619.0
2455297.81946 15.142 0.003 3.89 594.0
2455297.83357 15.133 0.003 4.21 594.0
2455297.85725 15.139 0.003 3.43 558.0
2455297.87160 15.137 0.003 3.59 578.0
2455297.89643 15.135 0.003 3.87 582.0
2455297.91053 15.131 0.003 4.55 639.0
2455298.78236 15.136 0.003 3.94 620.0
2455298.79649 15.135 0.003 3.98 622.0
2455298.82019 15.137 0.003 4.50 627.0
2455298.83423 15.136 0.003 4.56 621.0
2455298.85811 15.133 0.003 3.78 614.0
2455298.87245 15.136 0.003 3.48 588.0
2455298.89763 15.133 0.003 3.95 609.0
2455298.91196 15.135 0.003 4.55 643.0
2455299.74332 15.138 0.003 4.71 530.0
2455299.76682 15.132 0.003 4.92 569.0
2455299.78093 15.126 0.003 5.07 369.0
2455299.80456 15.138 0.003 4.24 401.0
2455299.81867 15.136 0.003 4.11 551.0
2455299.84228 15.137 0.003 4.53 462.0
2455299.85664 15.120 0.003 4.10 427.0
2455299.88072 15.148 0.003 3.96 555.0
2455299.89708 15.139 0.003 4.31 597.0
2455300.83795 15.135 0.003 4.15 617.0
2455300.85208 15.133 0.003 3.60 609.0
2455300.87701 15.135 0.003 3.92 625.0
2455300.89273 15.132 0.003 4.24 663.0
2455300.91647 15.132 0.003 4.35 673.0
2455301.74778 15.135 0.003 5.02 626.0
2455301.77143 15.139 0.004 5.85 650.0
2455301.78543 15.141 0.003 4.57 623.0
