6050.1526 15.0613 0.0319
6050.4150 15.0497 0.0316
6050.7213 15.0052 0.0304
6051.1492 15.0246 0.0309
6051.1765 15.1050 0.0333
6052.0033 15.0712 0.0324
6052.1866 15.1047 0.0334
6052.2241 15.0772 0.0326
6052.4327 15.0847 0.0328
6052.6569 15.0387 0.0315
6052.7766 15.0681 0.0324
6053.5361 15.0724 0.0325
6053.7087 15.0230 0.0311
6054.2928 15.0599 0.0322
6054.5190 15.0543 0.0321
6054.5845 15.1193 0.0341
6054.5920 15.0372 0.0316
6054.9390 15.0457 0.0319
6054.9508 15.1085 0.0338
6055.9131 15.0602 0.0324
6055.9245 15.0548 0.0322
6056.1283 15.0713 0.0328
6056.1588 15.0582 0.0324
6056.4928 15.0572 0.0324
6056.5326 15.0334 0.0317
6057.2566 15.0405 0.0320
6057.6185 15.0528 0.0324
6058.4487 15.0675 0.0329
6059.6686 15.1008 0.0340
6059.8812 15.1395 0.0353
6060.3358 15.0480 0.0325
6060.7898 15.0143 0.0315
6060.9459 15.0623 0.0330
6061.5691 15.0288 0.0321
6061.9603 15.0487 0.0327
6062.2533 15.0906 0.0340
6062.2585 15.0909 0.0340
6062.3497 15.0649 0.0332
6062.7563 15.0586 0.0331
6063.0981 15.0755 0.0336
6063.4561 15.0234 0.0321
6063.6647 15.0306 0.0323
6064.2096 15.0365 0.0326
6064.6213 15.0899 0.0343
6065.5472 15.0328 0.0326
6065.7014 15.0038 0.0318
6066.9146 15.0045 0.0320
6067.5425 14.9879 0.0316
6067.8689 15.0030 0.0320
6068.0160 15.0582 0.0337
6068.7628 15.0344 0.0331
6069.2352 14.9811 0.0316
6069.5875 15.0536 0.0338
6069.9323 14.9899 0.0319
6069.9973 14.9690 0.0313
6070.3819 15.0544 0.0340
6071.5696 15.0277 0.0333
6071.6981 15.0237 0.0332
6071.8545 14.9663 0.0315
6072.3451 15.0548 0.0343
6072.6716 15.0612 0.0345
6072.6890 14.9820 0.0321
6072.7625 14.9553 0.0313
6073.7874 14.9503 0.0313
6074.1839 15.0127 0.0332
6074.5797 14.9298 0.0309
6076.0190 14.9743 0.0324
6076.2002 15.0115 0.0335
6076.2147 14.9960 0.0331
6076.2463 14.9581 0.0319
6076.3208 14.9815 0.0326
6076.5819 14.9983 0.0332
6076.6450 15.0012 0.0333
6077.2683 15.0078 0.0336
