# Angular Einstein ring radius in milliarcseconds.
# columns = distance in kpc
# rows = mass in solMass
        1.00  2.00  3.00  4.00  5.00  6.00  7.00
  10.0  8.44  5.53  4.12  3.19  2.47  1.84  1.21
   1.0  2.67  1.75  1.30  1.01  0.78  0.58  0.38
   0.3  1.46  0.96  0.71  0.55  0.43  0.32  0.21
   0.1  0.84  0.55  0.41  0.32  0.25  0.18  0.12
  0.01  0.27  0.17  0.13  0.10  0.08  0.06  0.04
 0.001  0.08  0.06  0.04  0.03  0.02  0.02  0.01
