# Einstein timescale in days for mu_rel =  4.0 mas/yr.
# columns = distance in kpc
# rows = mass in solMass
        1.00  2.00  3.00  4.00  5.00  6.00  7.00
  10.0 770.8 504.6 376.1 291.3 225.7 168.2 110.1
   1.0 243.8 159.6 118.9  92.1  71.4  53.2  34.8
   0.3 133.5  87.4  65.1  50.5  39.1  29.1  19.1
   0.1  77.1  50.5  37.6  29.1  22.6  16.8  11.0
  0.01  24.4  16.0  11.9   9.2   7.1   5.3   3.5
 0.001   7.7   5.0   3.8   2.9   2.3   1.7   1.1
